transaction_id,order_date,customer_id,customer_name,country,product_id,product_category,quantity,price,payment_method,order_status
T1483,2025-03-17,C148,Kendra Smith,CA,P102,Books,2,297.4,Debit Card,Completed
T1484,2025-12-08,C1,Rachel Marquez,CA,P24,Electronics,5,110.45,Credit Card,Completed
T1485,2025-07-09,C221,Laurie Brown,FR,P193,Electronics,1,179.54,UPI,Cancelled
T1486,2025-10-15,C21,Anthony Ross,FR,P160,Sports,3,141.81,Debit Card,Cancelled
T1487,2025-03-18,C300,Blake Smith,CA,P23,Sports,2,126.48,Debit Card,Completed
T1488,2026-03-04,C300,Anne Fuentes,DE,P118,Home,-4,387.99,PayPal,Completed
T1489,2025-05-23,C156,James White,DE,P195,Electronics,2,355.24,UPI,Cancelled
T1490,2025-05-02,C145,Glenn Conrad,DE,P196,Books,2,460.63,Credit Card,Cancelled
T1491,2026-03-05,C225,Michael Owens,UK,P82,Books,5,36.2,PayPal,Cancelled
T1492,2025-09-10,C47,Michael Garcia,IN,P27,Electronics,4,34.43,UPI,Returned
T1493,2025-10-19,C175,Leslie Hopkins,DE,P141,Books,3,215.44,UPI,Cancelled
T1494,2025-12-12,C108,Roy Bridges,DE,P135,Clothing,2,111.18,UPI,Completed
T1495,2025-06-09,C190,Christopher Smith,CA,P13,Sports,-2,376.34,UPI,Returned
T1496,2025-12-08,C204,Kimberly Miller,UK,P120,Home,5,164.18,Credit Card,Returned
T1497,2025-08-19,C132,Stephen Jones,US,P155,Books,2,280.41,UPI,Completed
T1498,2025-03-16,C92,Amy Young,FR,P200,Sports,1,84.93,Debit Card,Cancelled
T1499,2025-04-07,C167,Jeremy Edwards,CA,P163,Sports,4,270.03,Credit Card,Returned
T1500,2025-04-01,C188,Stacy Cummings,UK,P73,Books,3,446.17,PayPal,Completed
T1501,2025-10-02,C271,Yvette Carlson,CA,P123,Electronics,1,425.36,PayPal,Completed
T1502,2025-05-27,C85,Carmen Torres,AU,P61,Home,1,429.22,UPI,Cancelled
T1,2025-03-19,C134,Amanda Avila,UK,P136,Electronics,5,72.18,UPI,Completed
T1504,2026-01-03,C267,Donna Wilson,AU,P167,Sports,3,342.66,Debit Card,Cancelled
T1505,2025-07-29,C4,William Mason,AU,P10,Clothing,1,81.21,Credit Card,Completed
T1506,2025-04-25,C64,William Meadows,UK,P90,Books,4,313.69,UPI,Completed
T1507,2026-04-15 12:42:24.028984,C38,Valerie Norton,UK,P171,Books,4,198.13,PayPal,Cancelled
T1508,2025-04-12,C77,Ashley Mendoza MD,CA,P112,Home,5,141.64,UPI,Returned
T1509,2025-10-18,C54,Mr. Thomas Hart,FR,P99,Books,4,487.72,PayPal,Returned
T1510,2025-10-24,C249,Regina Johnson,AU,P171,Home,2,474.71,Credit Card,Cancelled
T1511,2025-10-20,C255,Kimberly Smith,IN,P103,Books,1,103.74,Debit Card,Returned
T1512,2025-12-08,C236,Jason Chen,US,P85,Clothing,5,236.56,Credit Card,Returned
T1513,2025-09-06,C202,Andrew Moore,CA,P89,Books,3,452.43,PayPal,Cancelled
T1514,2025-05-30,C274,Samantha Rodriguez,CA,P156,Home,3,437.49,Debit Card,Completed
T1515,2025-06-04,C117,Derek Johnson,DE,P180,Books,3,278.52,PayPal,Cancelled
T1516,2025-11-14,C105,Jacob Jones,UK,P96,Books,3,163.89,UPI,Returned
T1517,2025-05-06,C149,Teresa Sanchez,AU,P97,Electronics,1,108.57,Credit Card,Returned
T1518,2026-02-25,C236,Alyssa Thomas,CA,P186,Clothing,4,203.54,PayPal,Cancelled
T1519,2025-03-24,C220,Rodney Jenkins,IN,P64,Home,5,125.53,Debit Card,Cancelled
T1520,2025-11-07,C36,Justin Martinez,FR,P36,Home,3,186.93,UPI,Returned
T1521,2026-03-01,C210,Anne Massey,AU,P148,Home,4,420.38,PayPal,Cancelled
T1522,2025-05-01,C16,Chase Miller,IN,P133,Clothing,5,63.44,UPI,Completed
T1523,2025-11-12,C71,Kim Nicholson,IN,P180,Clothing,1,278.59,UPI,Cancelled
T1524,2025-11-24,C91,Catherine Gates,IN,P2,Books,5,486.02,Debit Card,Cancelled
T1525,2025-09-15,C4,Ralph Spears,US,P176,Electronics,3,244.41,Credit Card,Cancelled
T1526,2025-06-23,C276,Kimberly Hamilton,IN,P139,Books,5,130.16,PayPal,Cancelled
T1527,2025-03-27,C171,Evan Ramirez,UK,P120,Books,4,423.69,Credit Card,Completed
T1528,2025-12-01,C133,Brianna Davis,IN,P53,Books,3,393.26,Debit Card,Cancelled
T1529,2025-12-04,C52,Thomas Smith,CA,P50,Home,1,367.24,Credit Card,Completed
T1530,2025-09-15,C88,Danielle Nunez,FR,P194,Books,5,358.62,UPI,Returned
T1531,2025-09-24,C52,Amber Miller,CA,P94,Books,4,194.7,Credit Card,Returned
T1532,2025-05-11,C98,Thomas Callahan,AU,P43,Books,2,476.8,Credit Card,Completed
T1533,2025-04-24,C221,Maria Andrews,US,P200,Books,5,413.6,PayPal,Completed
T1534,2025-10-19,C300,Susan Alvarez,DE,P188,Home,4,-47.36038200188764,UPI,Cancelled
T1535,2025-08-03,C270,Jean Frost,US,P29,Clothing,5,204.35,Credit Card,Cancelled
T1536,2025-10-09,C166,Dr. Michelle Castro,DE,P33,Sports,2,446.03,PayPal,Cancelled
T1537,2026-01-15,C289,Samuel Barker,CA,P192,Books,5,74.48,Credit Card,Completed
T1538,2025-06-25,C151,Eric Lambert,AU,P4,Sports,1,136.0,PayPal,Cancelled
T1539,2026-03-14,C251,Veronica Russell,FR,P124,Electronics,5,328.93,UPI,Returned
T1540,2025-07-27,C122,Paula West,CA,P92,Clothing,3,447.9,PayPal,Returned
T1541,2025-09-30,C127,Tyler Andrews,AU,P35,Clothing,4,213.54,Debit Card,Cancelled
T1542,2025-05-01,C100,Ronald Perry,AU,P52,Books,5,131.39,UPI,Completed
T1543,2025-08-23,C256,Bruce Sexton,UK,P142,Books,4,495.87,UPI,Completed
T1544,2025-09-14,C146,Shane Johnson,CA,P45,Electronics,5,159.48,UPI,Cancelled
T1545,2026-02-20,C241,Dillon Collins,UK,P182,Electronics,5,267.64,Debit Card,Completed
T1546,2025-12-01,C173,Christopher King,AU,P56,Clothing,4,376.65,Credit Card,Cancelled
T1547,2025-07-25,C291,Stephanie Diaz,DE,P159,Books,1,481.59,PayPal,Completed
T1548,2025-11-25,C287,Marcia Young,UK,P104,Home,1,368.62,PayPal,Cancelled
T1549,2025-11-11,C297,Michael Davis,US,P160,Electronics,3,-36.98463391869865,UPI,Completed
T1550,2025-08-09,C257,Matthew Anderson,IN,P5,Electronics,5,478.33,PayPal,Completed
T1551,2025-06-26,C72,Miss Virginia Zuniga MD,FR,P178,Electronics,2,94.56,UPI,Completed
T1552,2025-10-26,C48,David Adams,DE,P164,Sports,2,497.61,Credit Card,Cancelled
T1553,2025-06-19,C31,Jack Brown,IN,P97,Clothing,3,344.69,Debit Card,Cancelled
T1554,2026-02-23,C71,Adam Dodson,AU,P50,Sports,3,25.15,Debit Card,Completed
T1555,2025-08-15,C102,Aaron Fitzgerald,US,P163,Clothing,4,178.67,UPI,Cancelled
T1556,2025-06-28,C207,David Johnson,AU,P181,Sports,1,377.16,Debit Card,Returned
T1557,2025-09-11,C287,Cassie Gomez,UK,P174,Electronics,4,210.55,Debit Card,Returned
T1558,2025-12-03,C223,Tyler Murphy,XYZ,P171,Sports,4,105.44,PayPal,Cancelled
T1559,2025-05-21,C179,Jennifer Rhodes,IN,P37,Books,4,48.4,UPI,Cancelled
T1560,2026-02-15,C58,Steven Savage,IN,P65,Electronics,2,88.74,PayPal,Cancelled
T1561,2025-03-22,C268,Frederick Roy,AU,P11,Home,1,366.43,Credit Card,Returned
T1562,2025-10-01,C119,Fernando Watson,UK,P116,Books,5,268.98,Credit Card,Cancelled
T1563,2025-04-27,C265,Valerie Miller,IN,P2,Home,2,451.68,Debit Card,Cancelled
T1564,2026-01-08,C12,Bradley Ward,UK,P33,Sports,1,155.22,UPI,Cancelled
T1565,2025-11-10,C39,Mr. Paul Simpson,DE,P194,Clothing,2,196.7,Credit Card,Cancelled
T1566,2025-07-14,C266,Danielle Mason,IN,P174,Clothing,3,75.59,Debit Card,Cancelled
T1567,2025-09-04,C217,Larry Patterson,IN,P75,Home,2,85.76,Credit Card,Cancelled
T1568,2025-07-15,C130,Nancy Phillips,UK,P116,Books,3,186.75,Debit Card,Completed
T1569,2025-09-09,C11,Mrs. Pamela Andrews MD,CA,P149,Books,5,499.07,UPI,Completed
T1570,2026-01-22,C279,Dawn Powers,IN,P65,Sports,1,360.54,Credit Card,Cancelled
T1571,2025-05-22,C267,Lindsey Floyd,FR,P87,Clothing,4,259.42,Debit Card,Cancelled
T1572,2025-04-28,C298,Norman Clark,UK,P95,Home,5,167.57,UPI,Completed
T1573,2026-03-12,C94,Kevin Huffman,CA,P125,Home,4,348.75,UPI,Cancelled
T1574,2025-12-03,C26,Juan Gutierrez,DE,P16,Books,2,438.85,UPI,Completed
T1575,2025-06-01,C78,Bethany Huerta,AU,P13,Electronics,3,213.47,UPI,Cancelled
T1576,2025-04-12,C118,Katherine Davenport,US,P55,Home,5,499.32,Debit Card,Completed
T1577,2026-02-11,C74,Jason Mccarty,FR,P199,Books,1,130.63,Credit Card,Cancelled
T1578,2025-05-20,C41,Lisa Clements,US,P130,Sports,1,483.84,Debit Card,Cancelled
T1579,2025-04-09,C136,Christopher Cantrell,UK,P113,Electronics,2,240.75,Credit Card,Returned
T1580,2025-10-26,C296,Richard Mcclain,CA,P38,Electronics,2,112.55,UPI,Completed
T1581,2025-03-15,C232,Danny Dickerson,AU,P86,Sports,2,192.95,Debit Card,Completed
T1582,2025-07-16,C155,Caitlin Roberts,DE,P76,Sports,1,405.5,Debit Card,Completed
T1583,2025-12-31,C57,Lynn Lopez,FR,P108,Clothing,2,462.96,Credit Card,Cancelled
T1584,2025-08-29,C242,Steven Davis,CA,P134,Home,5,381.25,Debit Card,Completed
T1585,2026-02-26,C107,Matthew Ryan,IN,P15,Clothing,4,321.6,UPI,Completed
T1586,2025-11-30,C292,Anthony Pham Jr.,CA,P172,Books,2,57.0,Debit Card,Completed
T1587,2025-04-03,C255,Natalie Perez,US,P101,Electronics,4,152.35,Debit Card,Cancelled
T1588,2025-10-29,C44,Scott Sellers,FR,P194,Electronics,3,51.86,Credit Card,Cancelled
T1589,2025-10-24,C123,Michelle Brooks,IN,P167,Clothing,2,492.22,UPI,Returned
T1590,2025-12-07,C261,Zachary Smith,FR,P130,Books,3,265.22,Debit Card,Completed
T1591,2026-04-15 12:42:24.027584,C241,Matthew Russell,IN,P34,Books,5,316.61,UPI,Returned
T1592,2025-06-10,C112,Zachary Ruiz,CA,P140,Home,3,237.82,Debit Card,Cancelled
T1593,2025-09-03,C159,Jessica Elliott,CA,P122,Sports,-3,378.13,UPI,Completed
T1594,2025-11-06,C293,Christopher Montes,IN,P149,Electronics,2,457.9,Credit Card,Cancelled
T1595,2025-07-26,C251,Joshua Burns,CA,P132,Clothing,2,208.14,UPI,Completed
T1596,2025-12-29,,Jennifer Foley,AU,P44,Electronics,4,380.42,UPI,Cancelled
T1597,2025-08-13,C279,Melissa James,FR,P187,Clothing,4,90.21,PayPal,Completed
T1598,2025-10-26,C20,Cesar Middleton,DE,P16,Sports,2,55.29,PayPal,Cancelled
T1599,2026-02-27,C76,Lisa Collier,FR,P104,Home,3,385.8,PayPal,Completed
T1600,2025-06-07,C155,Melissa Simmons,UK,P12,Clothing,-1,64.29,UPI,Cancelled
T1601,2026-02-15,C277,Ryan Haynes,DE,P115,Home,2,140.64,PayPal,Cancelled
T1602,2025-07-22,C208,Lisa Johnston,UK,P131,Books,2,250.86,UPI,Returned
T1,2025-06-14,C299,Emily Hickman,FR,P35,Electronics,3,472.38,UPI,Returned
T1604,2025-11-23,C280,Christopher Gonzalez,UK,P177,Clothing,2,160.75,PayPal,Completed
T1605,2025-10-31,C283,Jonathan Williams,IN,P41,Books,3,462.91,UPI,Completed
T1606,2025-04-20,C296,Marvin Stein,CA,P178,Sports,5,224.67,PayPal,Returned
T1607,2025-04-29,C256,Lisa Reeves,FR,P22,Electronics,3,477.67,Credit Card,Cancelled
T1608,2025-03-30,C73,Robert Thompson,UK,P41,Electronics,1,333.87,PayPal,Returned
T1609,2025-07-07,C239,William Coleman,CA,P190,Home,4,304.15,Credit Card,Completed
T1610,2025-10-30,C256,Emily Johnson,FR,P36,Home,4,304.04,Credit Card,Returned
T1611,2026-03-08,C70,Dalton Miller,CA,P162,Sports,5,374.93,PayPal,Completed
T1612,2025-09-20,C215,John Avila,IN,P5,Sports,3,482.67,PayPal,Returned
T1613,2025-04-14,C104,David Maldonado,DE,P147,Home,2,274.83,UPI,Returned
T1614,2026-03-10,C110,Cameron Ward,DE,P54,Home,4,443.96,UPI,Cancelled
T1615,2025-07-13,C67,Kristen Brown,UK,P20,Books,4,136.18,UPI,Completed
T1,2026-02-16,C249,Robin Prince,IN,P158,Home,-2,231.53,Credit Card,Completed
T1617,2025-04-15,C194,Debra Davis,DE,P18,Books,4,321.53,Credit Card,Completed
T1618,2025-08-09,C208,Ryan Davis,DE,P22,Home,2,440.21,Debit Card,Completed
T1619,2025-03-21,C169,Curtis Sims,FR,P85,Sports,5,435.56,PayPal,Returned
T1620,2025-07-25,C282,Perry Burke,IN,P156,Books,1,132.85,Credit Card,Cancelled
T1621,2025-11-20,C147,Mitchell Smith,FR,P187,Electronics,3,293.18,PayPal,Returned
T1622,2025-06-20,C172,Jeremy Jensen,IN,P66,Sports,2,154.18,PayPal,Completed
T1623,2026-02-18,C106,John Boyle,FR,P45,Home,4,436.6,UPI,Returned
T1624,2026-02-26,C77,Dr. Andrea Carter,US,P35,Books,5,26.82,PayPal,Completed
T1625,2025-10-05,C299,Timothy Burns,UK,P192,Sports,4,361.46,Debit Card,Completed
T1626,2025-10-23,C120,Karen Carr,IN,P39,Sports,5,186.69,Debit Card,Returned
T1627,2025-08-17,C20,Cody Rich,US,P151,Electronics,4,233.04,Debit Card,Completed
T1628,2025-06-06,C158,Lisa House,IN,P189,Electronics,5,161.83,PayPal,Cancelled
T1629,2025-07-16,C193,James Mills,CA,P51,Home,5,269.91,PayPal,Cancelled
T1630,2025-03-20,C226,Edward Swanson,AU,P25,Home,2,24.99,Credit Card,Completed
T1631,2025-03-16,C280,Frank Jennings,UK,P102,Clothing,5,102.71,Credit Card,Returned
T1632,2026-01-01,C246,Lawrence Green,UK,P89,Books,2,149.04,Debit Card,Completed
T1633,2025-03-21,C166,Matthew Gordon,US,P55,Home,1,62.43,Credit Card,Completed
T1634,2025-05-08,C135,Samuel Jackson IV,IN,P163,Clothing,4,39.31,UPI,Cancelled
T1635,2026-02-14,C216,Michele Avery,IN,P31,Sports,3,363.03,PayPal,Completed
T1636,2026-02-09,C178,Dennis Hawkins,CA,P96,Home,5,298.34,Credit Card,Cancelled
T1637,2025-07-23,C249,Sarah Gutierrez,IN,P37,Books,4,223.77,Credit Card,Cancelled
T1638,2025-10-30,C49,Taylor Roberts,UK,P174,Sports,4,241.44,Debit Card,Returned
T1639,2025-12-09,C25,Sarah Clements,US,P22,Sports,3,301.91,Credit Card,Cancelled
T1640,2025-08-07,C34,Mr. Scott Smith MD,FR,P132,Books,5,240.25,Credit Card,Returned
T1641,2026-01-11,C30,Grace Lambert,IN,P16,Electronics,5,467.27,Credit Card,Completed
T1642,2025-10-06,C178,Jillian Bell,US,P197,Clothing,2,86.77,UPI,Completed
T1643,2025-04-21,C3,Maurice Brown,DE,P12,Electronics,2,10.14,Credit Card,Returned
T1644,2025-06-02,C241,Kyle Johnson,IN,P184,Clothing,1,444.3,Credit Card,Cancelled
T1645,2025-09-28,C197,Tina Griffith DDS,FR,P178,Clothing,5,139.87,Debit Card,Cancelled
T1646,2025-07-16,C191,Robert Johnston,CA,P113,Electronics,4,437.82,PayPal,Cancelled
T1647,2025-06-26,,Patty Leach,UK,P156,Clothing,2,415.43,Credit Card,Returned
T1648,2026-02-01,C46,Ashley Taylor,IN,P67,Home,1,307.84,Credit Card,Returned
T1649,2025-11-29,C249,Patricia Miller,CA,P73,Clothing,4,383.51,Debit Card,Cancelled
T1650,2025-04-24,C249,Ryan Johnson,US,P165,Books,3,388.66,UPI,Returned
T1651,2025-05-10,C253,Tamara Torres,FR,P170,Clothing,1,145.56,PayPal,Cancelled
T1652,2025-10-11,C209,Casey Hernandez,UK,P77,Books,5,345.37,UPI,Cancelled
T1653,2025-04-01,C36,Alexander Hensley,IN,P8,Electronics,2,444.55,Credit Card,Returned
T1654,2025-06-26,C178,Mark Shepard,DE,P160,Books,5,280.31,PayPal,Returned
T1655,2025-06-09,C57,Derek Rodriguez,US,P120,Home,5,490.11,PayPal,Cancelled
T1656,2025-06-04,C128,Charles Solis,IN,P33,Electronics,1,272.75,Credit Card,Returned
T1657,2025-07-03,C39,Allison Houston,UK,P107,Sports,5,484.92,Debit Card,Completed
T1658,2025-10-30,,Wayne Barker,FR,P181,Home,1,444.97,Credit Card,Returned
T1659,2025-03-15,C161,Lisa Evans,FR,P181,Home,5,358.6,Debit Card,Cancelled
T1660,2025-04-29,C97,Jose Hardin,IN,P173,Sports,3,464.49,PayPal,Cancelled
T1661,2025-05-27,C89,Amy Munoz,DE,P66,Clothing,1,116.16,PayPal,Cancelled
T1662,2025-10-23,C64,Teresa Martin,DE,P88,Home,4,139.41,PayPal,Cancelled
T1663,2025-05-30,C185,Heather Hudson,IN,P59,Books,2,68.68,Credit Card,Completed
T1664,2025-11-18,C258,Allison Kelley,UK,P186,Electronics,2,216.68,PayPal,Cancelled
T1665,2025-08-22,C277,Andrew Mitchell,IN,P192,Clothing,4,101.8,Credit Card,Completed
T1666,2025-05-29,C159,Andrea Wood,UK,P155,Sports,5,254.05,Credit Card,Cancelled
T1667,2025-12-20,C125,Suzanne Clark,FR,P177,Clothing,3,221.4,Credit Card,Completed
T1668,2025-05-20,C274,Danielle Lee,US,P32,Sports,5,283.58,Credit Card,Cancelled
T1669,2025-10-26,C258,Mr. Logan Barber MD,CA,P178,Sports,1,383.71,Debit Card,Cancelled
T1670,2025-06-22,C293,Lisa Tran,AU,P93,Home,3,469.87,Credit Card,Completed
T1671,2025-03-22,C77,Michael Mclean,CA,P140,Books,4,69.44,PayPal,Cancelled
T1672,2026-01-07,C293,Michael Vincent,CA,P187,Electronics,2,369.61,UPI,Returned
T1673,2025-08-14,C85,Earl White,AU,P24,Clothing,2,246.43,Debit Card,Cancelled
T1674,2025-08-30,C201,Timothy Garcia,IN,P55,Sports,1,457.11,UPI,Returned
T1675,2025-07-29,C144,Michelle Young,US,P181,Clothing,4,67.65,Credit Card,Cancelled
T1676,2026-03-08,C228,Paul Shepard,AU,P6,Electronics,4,251.65,UPI,Cancelled
T1677,2026-01-09,C8,Douglas Bush,UK,P200,Electronics,4,144.93,Debit Card,Cancelled
T1678,2025-09-28,C27,Gina Morris,AU,P101,Clothing,2,147.25,Credit Card,Completed
T1679,2025-06-26,C176,Larry Hartman,DE,P109,Clothing,1,421.62,UPI,Returned
T1680,2025-11-29,C138,Ryan Mcclain,FR,P126,Electronics,1,51.54,Debit Card,Completed
T1681,2026-02-03,C188,Michael Lopez,IN,P176,Books,2,366.18,Credit Card,Returned
T1682,2025-09-03,C161,Richard Erickson,AU,P190,Sports,3,422.81,Debit Card,Completed
T1683,2025-10-23,C122,Kayla Richards,US,P98,Clothing,2,253.24,PayPal,Completed
T1684,2025-04-12,C187,Erika Mosley,DE,P145,Electronics,5,238.49,Debit Card,Cancelled
T1685,2025-11-11,C47,Steven Chang,US,P154,Sports,4,463.7,UPI,Cancelled
T1686,2026-02-23,C234,Tracey Kim,US,P131,Home,1,439.53,PayPal,Returned
T1687,2025-05-25,C131,James Mccoy,AU,P145,Clothing,4,435.73,PayPal,Cancelled
T1688,2026-01-18,C123,Sylvia Patterson,AU,P140,Sports,4,38.3,Debit Card,Returned
T1689,2025-09-23,C195,Justin Johnson,AU,P1,Sports,-2,119.06,UPI,Completed
T1690,2026-02-24,C256,Misty Brooks,AU,P100,Sports,5,60.57,Debit Card,Cancelled
T1691,2026-01-01,C5,Anthony Anderson,US,P162,Sports,2,354.33,Debit Card,Cancelled
T1692,2026-02-28,C185,Tom Snow,DE,P197,Clothing,3,157.29,PayPal,Cancelled
T1693,2025-09-09,C51,Amanda Gibson,UK,P148,Home,5,160.6,PayPal,Cancelled
T1694,2026-03-12,C225,Patrick Mccoy,FR,P177,Sports,1,217.79,PayPal,Completed
T1695,2025-10-24,C201,Kevin Hall,CA,P146,Books,4,399.6,PayPal,Cancelled
T1696,2025-08-21,C227,Kimberly Orozco,FR,P145,Books,4,363.0,Credit Card,Cancelled
T1697,2025-12-08,C293,Rebekah Burns,UK,P35,Clothing,2,439.09,Debit Card,Returned
T1698,2025-05-05,C227,Raymond Hicks,US,P99,Electronics,5,271.5,PayPal,Completed
T1699,2025-12-24,C32,Craig Johnson,IN,P92,Electronics,4,374.85,UPI,Completed
T1700,2025-12-27,C292,Roger Mooney,AU,P39,Clothing,5,102.92,UPI,Completed
T1701,2025-10-12,C110,Christopher Armstrong,UK,P29,Books,-4,446.68,Debit Card,Returned
T1702,2025-05-09,C153,Kevin Holt,UK,P147,Books,5,314.05,UPI,Cancelled
T1703,2026-01-22,C190,Andrea Andrews MD,IN,P65,Sports,2,387.93,PayPal,Returned
T1704,2025-06-08,C106,Ashley Jackson,IN,P6,Sports,3,300.1,Debit Card,Completed
T1705,2026-03-03,C201,Christopher Lewis,AU,P157,Books,1,335.34,Credit Card,Cancelled
T1706,2025-03-21,C97,Scott Dunn,FR,P173,Electronics,5,86.5,Credit Card,Cancelled
T1707,2025-05-13,C149,Omar Rodriguez,DE,P16,Electronics,5,213.66,Debit Card,Completed
T1708,2026-02-08,C264,Corey Vargas,DE,P108,Home,4,172.01,Debit Card,Cancelled
T1709,2026-01-24,C139,Bethany Henson,UK,P100,Electronics,4,75.94,UPI,Cancelled
T1710,2025-11-09,C218,Jill Williams,FR,P159,Books,1,347.98,PayPal,Returned
T1711,2026-02-06,C201,Mr. Christopher Garcia,US,P32,Electronics,4,483.95,UPI,Returned
T1712,2025-06-10,C175,Kristie Hill,FR,P137,Sports,1,141.51,UPI,Cancelled
T1713,2025-03-22,C108,Paula Martinez,CA,P169,Sports,3,26.46,Debit Card,Completed
T1714,2025-12-15,C19,Lindsay Carter,UK,P107,Sports,3,313.28,PayPal,Returned
T1,2025-11-16,C29,Gary Crawford,FR,P33,Electronics,3,27.86,PayPal,Cancelled
T1716,2025-04-12,C78,Jonathan Phillips,IN,P182,Electronics,3,297.13,Debit Card,Cancelled
T1717,2026-02-15,C31,Jose Oliver,AU,P128,Clothing,2,256.86,Credit Card,Completed
T1718,2025-06-21,C275,Nicole Gomez,DE,P55,Home,3,66.12,UPI,Completed
T1719,2025-12-12,C202,Ebony Hill,AU,P128,Electronics,2,389.12,PayPal,Returned
T1720,2025-11-22,C238,Erica Olson,FR,P161,Books,1,490.09,UPI,Cancelled
T1721,2025-05-11,C298,Kristin Webb,UK,P142,Sports,2,376.63,Debit Card,Returned
T1722,2025-05-20,C119,Holly Scott,UK,P174,Home,5,350.75,Credit Card,Completed
T1723,2026-04-15 12:42:24.023863,C286,Amanda Chavez,US,P132,Books,1,415.02,Debit Card,Cancelled
T1724,2025-09-12,C222,William Kelly,FR,P181,Clothing,1,14.81,Debit Card,Returned
T1725,2025-10-11,C214,Christopher Bernard,CA,P130,Clothing,1,463.63,UPI,Returned
T1726,2026-03-12,C169,Sheila Wright,DE,P165,Sports,1,179.43,Credit Card,Completed
T1727,2026-01-21,C182,Matthew Hanna,US,P111,Electronics,1,345.66,Credit Card,Returned
T1728,2026-01-06,C82,Sonya Delacruz,DE,P18,Books,2,430.07,Credit Card,Completed
T1729,2026-01-06,C271,Lori Hull,DE,P130,Books,1,384.53,Credit Card,Completed
T1730,2025-03-21,C78,Meghan Baker,UK,P73,Sports,1,351.66,Debit Card,Cancelled
T1731,2026-02-28,C195,Lindsey Gray,AU,P29,Electronics,4,73.68,PayPal,Completed
T1732,2025-06-19,C34,Charles Moon,US,P17,Electronics,1,381.22,PayPal,Cancelled
T1733,2025-06-29,C222,John Booth,DE,P113,Clothing,4,183.91,Credit Card,Completed
T1734,2026-03-13,C13,Nicolas Rodriguez,IN,P105,Home,1,111.51,Credit Card,Cancelled
T1735,2026-03-05,C48,Andrea Fisher,IN,P80,Electronics,4,253.15,Credit Card,Cancelled
T1,2025-12-02,C220,Patricia Meadows,FR,P93,Home,2,181.93,Credit Card,Completed
T1737,2025-10-21,C13,Cynthia Glover,AU,P189,Clothing,5,164.35,Debit Card,Cancelled
T1738,2025-08-23,C258,Ryan Henry,CA,P197,Books,5,367.67,UPI,Completed
T1739,2025-12-22,C267,Shawn Ramsey,IN,P101,Books,3,116.12,Credit Card,Returned
T1740,2025-07-31,C221,Angel Martin,FR,P46,Books,1,224.43,Credit Card,Cancelled
T1741,2026-03-06,C282,Lauren Dunn,UK,P121,Books,3,407.71,PayPal,Completed
T1742,2025-05-28,C10,Karen Johnson,US,P150,Home,2,153.53,PayPal,Cancelled
T1743,2026-03-02,C230,Chad Smith,CA,P59,Home,2,442.81,UPI,Completed
T1744,2025-03-22,C279,Audrey Burns,CA,P38,Clothing,4,425.75,UPI,Returned
T1745,2026-02-18,C51,Nicholas Salinas,FR,P39,Books,3,196.45,PayPal,Returned
T1746,2025-11-14,C138,Jason Rivera,AU,P140,Sports,5,244.7,Credit Card,Completed
T1747,2025-08-23,C41,Nancy Johnson,DE,P21,Home,3,309.28,PayPal,Returned
T1748,2025-07-05,C139,Hannah Guerrero,CA,P91,Electronics,3,321.37,UPI,Cancelled
T1749,2025-06-18,C141,Erika Beck,UK,P188,Sports,2,353.52,Credit Card,Completed
T1750,2025-05-04,C74,Kelly Mills,AU,P75,Home,1,359.19,UPI,Cancelled
T1751,2025-06-12,C240,Lisa Sanchez,CA,P150,Clothing,3,183.13,PayPal,Completed
T1752,2025-09-04,C47,Joshua Chase,US,P171,Sports,3,183.63,Debit Card,Completed
T1753,2025-08-13,C204,Steven Choi,FR,P131,Clothing,5,368.87,Debit Card,Completed
T1754,2025-04-18,C30,Tiffany Gilmore,AU,P159,Clothing,4,469.96,Credit Card,Returned
T1755,2025-08-30,C219,Phillip Rios,IN,P44,Home,1,404.87,Credit Card,Cancelled
T1756,2025-11-03,C235,Gregory Miles,US,P80,Electronics,1,58.59,UPI,Cancelled
T1757,2025-05-12,C157,Jonathan Leblanc,DE,P77,Sports,4,191.45,Debit Card,Completed
T1758,2025-12-30,C69,Nicole Hart,US,P109,Clothing,4,484.71,Credit Card,Completed
T1759,2025-08-20,C130,Colton Hanson,UK,P132,Clothing,5,185.14,UPI,Returned
T1760,2025-03-18,C242,Cody Cole,DE,P20,Sports,4,211.43,Credit Card,Completed
T1761,2026-03-08,C200,Jessica Cohen,AU,P37,Sports,3,57.63,Credit Card,Cancelled
T1762,2025-12-07,C277,Paul Powell,DE,P54,Electronics,2,468.45,Credit Card,Cancelled
T1763,2025-05-12,C226,Maria Davis,UK,P190,Books,1,-90.35555489101739,Credit Card,Completed
T1764,2026-03-12,C164,Kelly Weaver,FR,P140,Electronics,-1,100.8,Credit Card,Completed
T1765,2026-02-05,C35,Shannon Hoffman,CA,P167,Home,5,352.65,Credit Card,Cancelled
T1766,2026-01-25,C197,Charles Patrick,IN,P180,Books,4,123.56,Debit Card,Completed
T1767,2025-08-10,C20,Rebecca Adams,CA,P94,Electronics,3,14.36,UPI,Returned
T1768,2026-02-12,C145,Glenn Moyer,UK,P48,Sports,4,270.2,PayPal,Returned
T1769,2025-08-01,C103,Lisa Brooks,AU,P143,Home,2,470.66,Credit Card,Returned
